ID,Year,Mileage,Price
"/tweedehands/bmw/x5/38599855",2017,25372,91945
"/tweedehands/bmw/2-serie/38599763",2014,107591,20895
"/tweedehands/bmw/3-serie/38599649",2015,39521,32850
"/tweedehands/bmw/3-serie/38599434",2014,33427,22950
"/tweedehands/bmw/3-serie/38598914",2014,164835,18750
"/tweedehands/bmw/1-serie/38597592",2012,124074,15450
"/tweedehands/bmw/3-serie/38596532",2014,105877,21450
"/tweedehands/bmw/5-serie/38596043",2012,152451,23950
"/tweedehands/bmw/x1/38594733",2010,131320,16950
"/tweedehands/bmw/x3/38594552",2013,122233,26950
"/tweedehands/bmw/1-serie/38594137",2010,130986,9950
"/tweedehands/bmw/x3/38593675",2011,220359,18450
"/tweedehands/bmw/3-serie/38593514",2015,98974,32900
"/tweedehands/bmw/6-serie/38593440",2012,109029,39940
"/tweedehands/bmw/x5/38593115",2014,117755,52500
"/tweedehands/bmw/2-serie/38592877",2017,13989,41550
"/tweedehands/bmw/1-serie/38592310",2014,159444,14900
"/tweedehands/bmw/2-serie/38591495",2016,112903,27990
"/tweedehands/bmw/5-serie/38591449",2013,51992,28450
"/tweedehands/bmw/5-serie/38591166",2010,93008,26850
"/tweedehands/bmw/3-serie/38590843",2017,24478,38945
"/tweedehands/bmw/x1/38590832",2010,102853,21750
"/tweedehands/bmw/3-serie/38590714",2012,138198,13449
"/tweedehands/bmw/x5/38590465",2017,16973,91945
"/tweedehands/bmw/3-serie/38589882",2014,62615,32995
"/tweedehands/bmw/1-serie/38589665",2010,91947,10745
"/tweedehands/bmw/i3/38589642",2013,51526,22950
"/tweedehands/bmw/3-serie/38589591",2014,61716,26900
"/tweedehands/bmw/x1/38587435",2010,168539,14445
"/tweedehands/bmw/1-serie/38586952",2016,54748,43880
"/tweedehands/bmw/x3/38586947",2011,74981,34995
"/tweedehands/bmw/1-serie/38586935",2011,136391,12750
"/tweedehands/bmw/1-serie/38586867",2015,70605,29950
"/tweedehands/bmw/5-serie/38586816",2015,95272,43880
"/tweedehands/bmw/4-serie/38586787",2018,513,53880
"/tweedehands/bmw/x4/38586725",2015,84820,49950
"/tweedehands/bmw/4-serie/38586095",2017,14326,43450
"/tweedehands/bmw/x3/38585953",2012,143940,26740
"/tweedehands/bmw/3-serie/38585779",2014,71000,31750
"/tweedehands/bmw/5-serie/38584127",2015,143987,29949
"/tweedehands/bmw/3-serie/38583979",2015,97828,36990
"/tweedehands/bmw/5-serie/38583521",2015,44222,37950
"/tweedehands/bmw/3-serie/38583411",2016,35975,41900
"/tweedehands/bmw/x3/38581460",2015,76509,44500
"/tweedehands/bmw/3-serie/38580265",2013,299199,13449
"/tweedehands/bmw/5-serie/38580207",2015,85592,46880
"/tweedehands/bmw/x5/38579293",2017,17101,91945
"/tweedehands/bmw/3-serie/38579166",2014,112630,19845
"/tweedehands/bmw/3-serie/38578883",2012,65000,16250
"/tweedehands/bmw/5-serie/38578655",2010,212829,15450
"/tweedehands/bmw/1-serie/38578601",2012,94516,16900
"/tweedehands/bmw/5-serie/38578144",2014,78258,24945
"/tweedehands/bmw/3-serie/38578095",2014,100989,21995
"/tweedehands/bmw/3-serie/38578067",2014,102094,25995
"/tweedehands/bmw/3-serie/38577747",2014,93726,28895
"/tweedehands/bmw/3-serie/38577415",2016,35700,46900
"/tweedehands/bmw/4-serie/38577028",2015,148625,31250
"/tweedehands/bmw/1-serie/38576393",2010,146853,11950
"/tweedehands/bmw/x1/38575805",2010,237942,10900
"/tweedehands/bmw/4-serie/38575464",2014,78774,35895
"/tweedehands/bmw/3-serie/38575220",2013,135427,22945
"/tweedehands/bmw/3-serie/38574700",2012,145196,18945
"/tweedehands/bmw/1-serie/38572256",2013,64411,19495
"/tweedehands/bmw/3-serie/38572108",2013,123405,18999
"/tweedehands/bmw/5-serie/38572096",2016,12274,42995
"/tweedehands/bmw/2-serie/38571873",2017,21229,31440
"/tweedehands/bmw/3-serie/38571861",2016,30171,43880
"/tweedehands/bmw/3-serie/38571857",2013,73857,25440
"/tweedehands/bmw/3-serie/38571848",2013,86458,30880
"/tweedehands/bmw/3-serie/38571780",2015,72410,28995
"/tweedehands/bmw/3-serie/38570952",2013,113008,27945
"/tweedehands/bmw/1-serie/38570635",2013,82056,15940
"/tweedehands/bmw/5-serie/38570382",2013,168374,38900
"/tweedehands/bmw/3-serie/38570342",2015,76939,29895
"/tweedehands/bmw/3-serie/38569725",2012,65437,26950
"/tweedehands/bmw/5-serie/38569692",2013,147701,28940
"/tweedehands/bmw/3-serie/38569097",2010,109921,15500
"/tweedehands/bmw/3-serie/38567309",2013,90860,23940
"/tweedehands/bmw/3-serie/38566509",2011,105624,13900
"/tweedehands/bmw/5-serie/38566311",2015,109274,26999
"/tweedehands/bmw/3-serie/38566216",2013,159881,19945
"/tweedehands/bmw/x3/38566188",2016,54208,48995
"/tweedehands/bmw/5-serie/38565752",2010,88490,24945
"/tweedehands/bmw/x5/38564222",2015,46427,74995
"/tweedehands/bmw/1-serie/38564788",2014,43726,35750
"/tweedehands/bmw/3-serie/38564709",2017,4148,47995
"/tweedehands/bmw/5-serie/38564446",2013,89420,33850
"/tweedehands/bmw/3-serie/38564098",2014,131993,21945
"/tweedehands/bmw/4-serie/38564077",2015,110463,42880
"/tweedehands/bmw/3-serie/38563926",2012,40709,22995
"/tweedehands/bmw/3-serie/38563919",2010,91191,15900
"/tweedehands/bmw/x1/38563779",2011,69629,19900
"/tweedehands/bmw/1-serie/38563608",2015,31721,23995
"/tweedehands/bmw/5-serie/38563227",2017,7189,64995
"/tweedehands/bmw/4-serie/38562909",2016,16336,36640
"/tweedehands/bmw/3-serie/38562527",2015,75736,42445
"/tweedehands/bmw/5-serie/38561576",2015,61011,36450
"/tweedehands/bmw/4-serie/38561326",2017,786,44995
"/tweedehands/bmw/x3/38561325",2017,12423,58495
"/tweedehands/bmw/2-serie/38561307",2015,68000,21995
"/tweedehands/bmw/3-serie/38560558",2012,136838,17800
"/tweedehands/bmw/3-serie/38560464",2014,53870,28950
"/tweedehands/bmw/3-serie/38559994",2015,137912,22945
"/tweedehands/bmw/1-serie/38557291",2014,93253,15950
"/tweedehands/bmw/2-serie/38557195",2014,67546,28500
"/tweedehands/bmw/x1/38556455",2011,177545,13988
"/tweedehands/bmw/3-serie/38555601",2011,199000,9990
"/tweedehands/bmw/5-serie/38553071",2012,150043,23450
"/tweedehands/bmw/i3/38550373",2013,80173,24995
"/tweedehands/bmw/3-serie/38550008",2015,77572,26825
"/tweedehands/bmw/3-serie/38549509",2016,15405,39995
"/tweedehands/bmw/5-serie/38549485",2015,51786,35495
"/tweedehands/bmw/3-serie/38549468",2017,721,49995
"/tweedehands/bmw/3-serie/38549199",2011,82625,24950
